,RegionName,ProcessName,Timeslice,electricity,gas,heat,CO2f,wind
0,Kenya,gasboiler,1,34.54,0,0,0,0
1,Kenya,gasboiler,2,34.54,0,0,0,0
2,Kenya,gasboiler,3,34.54,0,0,0,0
3,Kenya,gasboiler,4,34.54,0,0,0,0
4,Kenya,gasboiler,5,34.54,0,0,0,0
5,Kenya,gasboiler,6,34.54,0,0,0,0
