RegionName,ProcessName,Timeslice,electricity,gas,heat,CO2f,wind
Kenya,electricity_demand,0,33.64,0,0,0,0
Kenya,electricity_demand,1,33.64,0,0,0,0
Kenya,electricity_demand,2,33.64,0,0,0,0
Kenya,electricity_demand,3,33.64,0,0,0,0
Kenya,electricity_demand,4,33.64,0,0,0,0
Kenya,electricity_demand,5,33.64,0,0,0,0
Kenya,electricity_demand,6,33.64,0,0,0,0
Kenya,electricity_demand,7,33.64,0,0,0,0
