ProcessName,RegionName,Time,ObjSort,month,day,hour,UtilizationFactor,MinimumServiceFactor
Biomass Power Plant,Philippines,2015,upper,winter,all-week,night,0.7,0
Biomass Power Plant,Philippines,2015,upper,winter,all-week,day,0.7,0
Biomass Power Plant,Philippines,2015,upper,spring,all-week,night,0.7,0
Biomass Power Plant,Philippines,2015,upper,spring,all-week,day,0.7,0
Biomass Power Plant,Philippines,2015,upper,summer,all-week,night,0.7,0
Biomass Power Plant,Philippines,2015,upper,summer,all-week,day,0.7,0
Biomass Power Plant,Philippines,2015,upper,autumn,all-week,night,0.7,0
Biomass Power Plant,Philippines,2015,upper,autumn,all-week,day,0.7,0
Biomass Power Plant,Philippines,2020,upper,winter,all-week,night,0.7,0
Biomass Power Plant,Philippines,2020,upper,winter,all-week,day,0.7,0
Biomass Power Plant,Philippines,2020,upper,spring,all-week,night,0.7,0
Biomass Power Plant,Philippines,2020,upper,spring,all-week,day,0.7,0
Biomass Power Plant,Philippines,2020,upper,summer,all-week,night,0.7,0
Biomass Power Plant,Philippines,2020,upper,summer,all-week,day,0.7,0
Biomass Power Plant,Philippines,2020,upper,autumn,all-week,night,0.7,0
Biomass Power Plant,Philippines,2020,upper,autumn,all-week,day,0.7,0
Biomass Power Plant,Philippines,2025,upper,winter,all-week,night,0.7,0
Biomass Power Plant,Philippines,2025,upper,winter,all-week,day,0.7,0
Biomass Power Plant,Philippines,2025,upper,spring,all-week,night,0.7,0
Biomass Power Plant,Philippines,2025,upper,spring,all-week,day,0.7,0
Biomass Power Plant,Philippines,2025,upper,summer,all-week,night,0.7,0
Biomass Power Plant,Philippines,2025,upper,summer,all-week,day,0.7,0
Biomass Power Plant,Philippines,2025,upper,autumn,all-week,night,0.7,0
Biomass Power Plant,Philippines,2025,upper,autumn,all-week,day,0.7,0
Biomass Power Plant,Philippines,2030,upper,winter,all-week,night,0.7,0
Biomass Power Plant,Philippines,2030,upper,winter,all-week,day,0.7,0
Biomass Power Plant,Philippines,2030,upper,spring,all-week,night,0.7,0
Biomass Power Plant,Philippines,2030,upper,spring,all-week,day,0.7,0
Biomass Power Plant,Philippines,2030,upper,summer,all-week,night,0.7,0
Biomass Power Plant,Philippines,2030,upper,summer,all-week,day,0.7,0
Biomass Power Plant,Philippines,2030,upper,autumn,all-week,night,0.7,0
Biomass Power Plant,Philippines,2030,upper,autumn,all-week,day,0.7,0
Biomass Power Plant,Philippines,2040,upper,winter,all-week,night,0.7,0
Biomass Power Plant,Philippines,2040,upper,winter,all-week,day,0.7,0
Biomass Power Plant,Philippines,2040,upper,spring,all-week,night,0.7,0
Biomass Power Plant,Philippines,2040,upper,spring,all-week,day,0.7,0
Biomass Power Plant,Philippines,2040,upper,summer,all-week,night,0.7,0
Biomass Power Plant,Philippines,2040,upper,summer,all-week,day,0.7,0
Biomass Power Plant,Philippines,2040,upper,autumn,all-week,night,0.7,0
Biomass Power Plant,Philippines,2040,upper,autumn,all-week,day,0.7,0
Biomass Power Plant,Philippines,2050,upper,winter,all-week,night,0.7,0
Biomass Power Plant,Philippines,2050,upper,winter,all-week,day,0.7,0
Biomass Power Plant,Philippines,2050,upper,spring,all-week,night,0.7,0
Biomass Power Plant,Philippines,2050,upper,spring,all-week,day,0.7,0
Biomass Power Plant,Philippines,2050,upper,summer,all-week,night,0.7,0
Biomass Power Plant,Philippines,2050,upper,summer,all-week,day,0.7,0
Biomass Power Plant,Philippines,2050,upper,autumn,all-week,night,0.7,0
Biomass Power Plant,Philippines,2050,upper,autumn,all-week,day,0.7,0
CSP with Storage,Philippines,2015,upper,winter,all-week,night,0.075,0
CSP with Storage,Philippines,2015,upper,winter,all-week,day,0.452,0
CSP with Storage,Philippines,2015,upper,spring,all-week,night,0.075,0
CSP with Storage,Philippines,2015,upper,spring,all-week,day,0.452,0
CSP with Storage,Philippines,2015,upper,summer,all-week,night,0.075,0
CSP with Storage,Philippines,2015,upper,summer,all-week,day,0.452,0
CSP with Storage,Philippines,2015,upper,autumn,all-week,night,0.075,0
CSP with Storage,Philippines,2015,upper,autumn,all-week,day,0.452,0
CSP with Storage,Philippines,2020,upper,winter,all-week,night,0.075,0
CSP with Storage,Philippines,2020,upper,winter,all-week,day,0.452,0
CSP with Storage,Philippines,2020,upper,spring,all-week,night,0.075,0
CSP with Storage,Philippines,2020,upper,spring,all-week,day,0.452,0
CSP with Storage,Philippines,2020,upper,summer,all-week,night,0.075,0
CSP with Storage,Philippines,2020,upper,summer,all-week,day,0.452,0
CSP with Storage,Philippines,2020,upper,autumn,all-week,night,0.075,0
CSP with Storage,Philippines,2020,upper,autumn,all-week,day,0.452,0
CSP with Storage,Philippines,2025,upper,winter,all-week,night,0.075,0
CSP with Storage,Philippines,2025,upper,winter,all-week,day,0.452,0
CSP with Storage,Philippines,2025,upper,spring,all-week,night,0.075,0
CSP with Storage,Philippines,2025,upper,spring,all-week,day,0.452,0
CSP with Storage,Philippines,2025,upper,summer,all-week,night,0.075,0
CSP with Storage,Philippines,2025,upper,summer,all-week,day,0.452,0
CSP with Storage,Philippines,2025,upper,autumn,all-week,night,0.075,0
CSP with Storage,Philippines,2025,upper,autumn,all-week,day,0.452,0
CSP with Storage,Philippines,2030,upper,winter,all-week,night,0.075,0
CSP with Storage,Philippines,2030,upper,winter,all-week,day,0.452,0
CSP with Storage,Philippines,2030,upper,spring,all-week,night,0.075,0
CSP with Storage,Philippines,2030,upper,spring,all-week,day,0.452,0
CSP with Storage,Philippines,2030,upper,summer,all-week,night,0.075,0
CSP with Storage,Philippines,2030,upper,summer,all-week,day,0.452,0
CSP with Storage,Philippines,2030,upper,autumn,all-week,night,0.075,0
CSP with Storage,Philippines,2030,upper,autumn,all-week,day,0.452,0
CSP with Storage,Philippines,2040,upper,winter,all-week,night,0.075,0
CSP with Storage,Philippines,2040,upper,winter,all-week,day,0.452,0
CSP with Storage,Philippines,2040,upper,spring,all-week,night,0.075,0
CSP with Storage,Philippines,2040,upper,spring,all-week,day,0.452,0
CSP with Storage,Philippines,2040,upper,summer,all-week,night,0.075,0
CSP with Storage,Philippines,2040,upper,summer,all-week,day,0.452,0
CSP with Storage,Philippines,2040,upper,autumn,all-week,night,0.075,0
CSP with Storage,Philippines,2040,upper,autumn,all-week,day,0.452,0
CSP with Storage,Philippines,2050,upper,winter,all-week,night,0.075,0
CSP with Storage,Philippines,2050,upper,winter,all-week,day,0.452,0
CSP with Storage,Philippines,2050,upper,spring,all-week,night,0.075,0
CSP with Storage,Philippines,2050,upper,spring,all-week,day,0.452,0
CSP with Storage,Philippines,2050,upper,summer,all-week,night,0.075,0
CSP with Storage,Philippines,2050,upper,summer,all-week,day,0.452,0
CSP with Storage,Philippines,2050,upper,autumn,all-week,night,0.075,0
CSP with Storage,Philippines,2050,upper,autumn,all-week,day,0.452,0
CSP without Storage,Philippines,,upper,winter,all-week,night,0.0,0
CSP without Storage,Philippines,,upper,winter,all-week,day,0.452,0
CSP without Storage,Philippines,,upper,spring,all-week,night,0.0,0
CSP without Storage,Philippines,,upper,spring,all-week,day,0.452,0
CSP without Storage,Philippines,,upper,summer,all-week,night,0.0,0
CSP without Storage,Philippines,,upper,summer,all-week,day,0.452,0
CSP without Storage,Philippines,,upper,autumn,all-week,night,0.0,0
CSP without Storage,Philippines,,upper,autumn,all-week,day,0.452,0
Coal Power Plant,Philippines,2015,upper,winter,all-week,night,0.75,0
Coal Power Plant,Philippines,2015,upper,winter,all-week,day,0.75,0
Coal Power Plant,Philippines,2015,upper,spring,all-week,night,0.75,0
Coal Power Plant,Philippines,2015,upper,spring,all-week,day,0.75,0
Coal Power Plant,Philippines,2015,upper,summer,all-week,night,0.75,0
Coal Power Plant,Philippines,2015,upper,summer,all-week,day,0.75,0
Coal Power Plant,Philippines,2015,upper,autumn,all-week,night,0.75,0
Coal Power Plant,Philippines,2015,upper,autumn,all-week,day,0.75,0
Coal Power Plant,Philippines,2020,upper,winter,all-week,night,0.75,0
Coal Power Plant,Philippines,2020,upper,winter,all-week,day,0.75,0
Coal Power Plant,Philippines,2020,upper,spring,all-week,night,0.75,0
Coal Power Plant,Philippines,2020,upper,spring,all-week,day,0.75,0
Coal Power Plant,Philippines,2020,upper,summer,all-week,night,0.75,0
Coal Power Plant,Philippines,2020,upper,summer,all-week,day,0.75,0
Coal Power Plant,Philippines,2020,upper,autumn,all-week,night,0.75,0
Coal Power Plant,Philippines,2020,upper,autumn,all-week,day,0.75,0
Coal Power Plant,Philippines,2025,upper,winter,all-week,night,0.75,0
Coal Power Plant,Philippines,2025,upper,winter,all-week,day,0.75,0
Coal Power Plant,Philippines,2025,upper,spring,all-week,night,0.75,0
Coal Power Plant,Philippines,2025,upper,spring,all-week,day,0.75,0
Coal Power Plant,Philippines,2025,upper,summer,all-week,night,0.75,0
Coal Power Plant,Philippines,2025,upper,summer,all-week,day,0.75,0
Coal Power Plant,Philippines,2025,upper,autumn,all-week,night,0.75,0
Coal Power Plant,Philippines,2025,upper,autumn,all-week,day,0.75,0
Coal Power Plant,Philippines,2030,upper,winter,all-week,night,0.75,0
Coal Power Plant,Philippines,2030,upper,winter,all-week,day,0.75,0
Coal Power Plant,Philippines,2030,upper,spring,all-week,night,0.75,0
Coal Power Plant,Philippines,2030,upper,spring,all-week,day,0.75,0
Coal Power Plant,Philippines,2030,upper,summer,all-week,night,0.75,0
Coal Power Plant,Philippines,2030,upper,summer,all-week,day,0.75,0
Coal Power Plant,Philippines,2030,upper,autumn,all-week,night,0.75,0
Coal Power Plant,Philippines,2030,upper,autumn,all-week,day,0.75,0
Coal Power Plant,Philippines,2040,upper,winter,all-week,night,0.75,0
Coal Power Plant,Philippines,2040,upper,winter,all-week,day,0.75,0
Coal Power Plant,Philippines,2040,upper,spring,all-week,night,0.75,0
Coal Power Plant,Philippines,2040,upper,spring,all-week,day,0.75,0
Coal Power Plant,Philippines,2040,upper,summer,all-week,night,0.75,0
Coal Power Plant,Philippines,2040,upper,summer,all-week,day,0.75,0
Coal Power Plant,Philippines,2040,upper,autumn,all-week,night,0.75,0
Coal Power Plant,Philippines,2040,upper,autumn,all-week,day,0.75,0
Coal Power Plant,Philippines,2050,upper,winter,all-week,night,0.75,0
Coal Power Plant,Philippines,2050,upper,winter,all-week,day,0.75,0
Coal Power Plant,Philippines,2050,upper,spring,all-week,night,0.75,0
Coal Power Plant,Philippines,2050,upper,spring,all-week,day,0.75,0
Coal Power Plant,Philippines,2050,upper,summer,all-week,night,0.75,0
Coal Power Plant,Philippines,2050,upper,summer,all-week,day,0.75,0
Coal Power Plant,Philippines,2050,upper,autumn,all-week,night,0.75,0
Coal Power Plant,Philippines,2050,upper,autumn,all-week,day,0.75,0
Gas Power Plant (CCGT),Philippines,2015,upper,winter,all-week,night,0.55,0
Gas Power Plant (CCGT),Philippines,2015,upper,winter,all-week,day,0.55,0
Gas Power Plant (CCGT),Philippines,2015,upper,spring,all-week,night,0.55,0
Gas Power Plant (CCGT),Philippines,2015,upper,spring,all-week,day,0.55,0
Gas Power Plant (CCGT),Philippines,2015,upper,summer,all-week,night,0.55,0
Gas Power Plant (CCGT),Philippines,2015,upper,summer,all-week,day,0.55,0
Gas Power Plant (CCGT),Philippines,2015,upper,autumn,all-week,night,0.55,0
Gas Power Plant (CCGT),Philippines,2015,upper,autumn,all-week,day,0.55,0
Gas Power Plant (CCGT),Philippines,2020,upper,winter,all-week,night,0.55,0
Gas Power Plant (CCGT),Philippines,2020,upper,winter,all-week,day,0.55,0
Gas Power Plant (CCGT),Philippines,2020,upper,spring,all-week,night,0.55,0
Gas Power Plant (CCGT),Philippines,2020,upper,spring,all-week,day,0.55,0
Gas Power Plant (CCGT),Philippines,2020,upper,summer,all-week,night,0.55,0
Gas Power Plant (CCGT),Philippines,2020,upper,summer,all-week,day,0.55,0
Gas Power Plant (CCGT),Philippines,2020,upper,autumn,all-week,night,0.55,0
Gas Power Plant (CCGT),Philippines,2020,upper,autumn,all-week,day,0.55,0
Gas Power Plant (CCGT),Philippines,2025,upper,winter,all-week,night,0.55,0
Gas Power Plant (CCGT),Philippines,2025,upper,winter,all-week,day,0.55,0
Gas Power Plant (CCGT),Philippines,2025,upper,spring,all-week,night,0.55,0
Gas Power Plant (CCGT),Philippines,2025,upper,spring,all-week,day,0.55,0
Gas Power Plant (CCGT),Philippines,2025,upper,summer,all-week,night,0.55,0
Gas Power Plant (CCGT),Philippines,2025,upper,summer,all-week,day,0.55,0
Gas Power Plant (CCGT),Philippines,2025,upper,autumn,all-week,night,0.55,0
Gas Power Plant (CCGT),Philippines,2025,upper,autumn,all-week,day,0.55,0
Gas Power Plant (CCGT),Philippines,2030,upper,winter,all-week,night,0.55,0
Gas Power Plant (CCGT),Philippines,2030,upper,winter,all-week,day,0.55,0
Gas Power Plant (CCGT),Philippines,2030,upper,spring,all-week,night,0.55,0
Gas Power Plant (CCGT),Philippines,2030,upper,spring,all-week,day,0.55,0
Gas Power Plant (CCGT),Philippines,2030,upper,summer,all-week,night,0.55,0
Gas Power Plant (CCGT),Philippines,2030,upper,summer,all-week,day,0.55,0
Gas Power Plant (CCGT),Philippines,2030,upper,autumn,all-week,night,0.55,0
Gas Power Plant (CCGT),Philippines,2030,upper,autumn,all-week,day,0.55,0
Gas Power Plant (CCGT),Philippines,2040,upper,winter,all-week,night,0.55,0
Gas Power Plant (CCGT),Philippines,2040,upper,winter,all-week,day,0.55,0
Gas Power Plant (CCGT),Philippines,2040,upper,spring,all-week,night,0.55,0
Gas Power Plant (CCGT),Philippines,2040,upper,spring,all-week,day,0.55,0
Gas Power Plant (CCGT),Philippines,2040,upper,summer,all-week,night,0.55,0
Gas Power Plant (CCGT),Philippines,2040,upper,summer,all-week,day,0.55,0
Gas Power Plant (CCGT),Philippines,2040,upper,autumn,all-week,night,0.55,0
Gas Power Plant (CCGT),Philippines,2040,upper,autumn,all-week,day,0.55,0
Gas Power Plant (CCGT),Philippines,2050,upper,winter,all-week,night,0.55,0
Gas Power Plant (CCGT),Philippines,2050,upper,winter,all-week,day,0.55,0
Gas Power Plant (CCGT),Philippines,2050,upper,spring,all-week,night,0.55,0
Gas Power Plant (CCGT),Philippines,2050,upper,spring,all-week,day,0.55,0
Gas Power Plant (CCGT),Philippines,2050,upper,summer,all-week,night,0.55,0
Gas Power Plant (CCGT),Philippines,2050,upper,summer,all-week,day,0.55,0
Gas Power Plant (CCGT),Philippines,2050,upper,autumn,all-week,night,0.55,0
Gas Power Plant (CCGT),Philippines,2050,upper,autumn,all-week,day,0.55,0
Gas Power Plant (SCGT),Philippines,2015,upper,winter,all-week,night,0.55,0
Gas Power Plant (SCGT),Philippines,2015,upper,winter,all-week,day,0.55,0
Gas Power Plant (SCGT),Philippines,2015,upper,spring,all-week,night,0.55,0
Gas Power Plant (SCGT),Philippines,2015,upper,spring,all-week,day,0.55,0
Gas Power Plant (SCGT),Philippines,2015,upper,summer,all-week,night,0.55,0
Gas Power Plant (SCGT),Philippines,2015,upper,summer,all-week,day,0.55,0
Gas Power Plant (SCGT),Philippines,2015,upper,autumn,all-week,night,0.55,0
Gas Power Plant (SCGT),Philippines,2015,upper,autumn,all-week,day,0.55,0
Gas Power Plant (SCGT),Philippines,2020,upper,winter,all-week,night,0.55,0
Gas Power Plant (SCGT),Philippines,2020,upper,winter,all-week,day,0.55,0
Gas Power Plant (SCGT),Philippines,2020,upper,spring,all-week,night,0.55,0
Gas Power Plant (SCGT),Philippines,2020,upper,spring,all-week,day,0.55,0
Gas Power Plant (SCGT),Philippines,2020,upper,summer,all-week,night,0.55,0
Gas Power Plant (SCGT),Philippines,2020,upper,summer,all-week,day,0.55,0
Gas Power Plant (SCGT),Philippines,2020,upper,autumn,all-week,night,0.55,0
Gas Power Plant (SCGT),Philippines,2020,upper,autumn,all-week,day,0.55,0
Gas Power Plant (SCGT),Philippines,2025,upper,winter,all-week,night,0.55,0
Gas Power Plant (SCGT),Philippines,2025,upper,winter,all-week,day,0.55,0
Gas Power Plant (SCGT),Philippines,2025,upper,spring,all-week,night,0.55,0
Gas Power Plant (SCGT),Philippines,2025,upper,spring,all-week,day,0.55,0
Gas Power Plant (SCGT),Philippines,2025,upper,summer,all-week,night,0.55,0
Gas Power Plant (SCGT),Philippines,2025,upper,summer,all-week,day,0.55,0
Gas Power Plant (SCGT),Philippines,2025,upper,autumn,all-week,night,0.55,0
Gas Power Plant (SCGT),Philippines,2025,upper,autumn,all-week,day,0.55,0
Gas Power Plant (SCGT),Philippines,2030,upper,winter,all-week,night,0.55,0
Gas Power Plant (SCGT),Philippines,2030,upper,winter,all-week,day,0.55,0
Gas Power Plant (SCGT),Philippines,2030,upper,spring,all-week,night,0.55,0
Gas Power Plant (SCGT),Philippines,2030,upper,spring,all-week,day,0.55,0
Gas Power Plant (SCGT),Philippines,2030,upper,summer,all-week,night,0.55,0
Gas Power Plant (SCGT),Philippines,2030,upper,summer,all-week,day,0.55,0
Gas Power Plant (SCGT),Philippines,2030,upper,autumn,all-week,night,0.55,0
Gas Power Plant (SCGT),Philippines,2030,upper,autumn,all-week,day,0.55,0
Gas Power Plant (SCGT),Philippines,2040,upper,winter,all-week,night,0.55,0
Gas Power Plant (SCGT),Philippines,2040,upper,winter,all-week,day,0.55,0
Gas Power Plant (SCGT),Philippines,2040,upper,spring,all-week,night,0.55,0
Gas Power Plant (SCGT),Philippines,2040,upper,spring,all-week,day,0.55,0
Gas Power Plant (SCGT),Philippines,2040,upper,summer,all-week,night,0.55,0
Gas Power Plant (SCGT),Philippines,2040,upper,summer,all-week,day,0.55,0
Gas Power Plant (SCGT),Philippines,2040,upper,autumn,all-week,night,0.55,0
Gas Power Plant (SCGT),Philippines,2040,upper,autumn,all-week,day,0.55,0
Gas Power Plant (SCGT),Philippines,2050,upper,winter,all-week,night,0.55,0
Gas Power Plant (SCGT),Philippines,2050,upper,winter,all-week,day,0.55,0
Gas Power Plant (SCGT),Philippines,2050,upper,spring,all-week,night,0.55,0
Gas Power Plant (SCGT),Philippines,2050,upper,spring,all-week,day,0.55,0
Gas Power Plant (SCGT),Philippines,2050,upper,summer,all-week,night,0.55,0
Gas Power Plant (SCGT),Philippines,2050,upper,summer,all-week,day,0.55,0
Gas Power Plant (SCGT),Philippines,2050,upper,autumn,all-week,night,0.55,0
Gas Power Plant (SCGT),Philippines,2050,upper,autumn,all-week,day,0.55,0
