ProcessName,RegionName,Unit,2020,2025,2030,2035,2040,2045
Gas Power Plant (CCGT),Ghana,PJ/y,39.451536,38.66250528,37.8892551744,37.131470070911995,36.38884066949375,35.66106385610388
Large Hydropower Plant (Dam) (>100MW),Ghana,PJ/y,50.394528,49.38663744,48.3989046912,47.430926597376,46.48230806542848,45.55266190411991
Solar PV (Distributed with Storage),Ghana,PJ/y,0.23935823999999997,0.23457107519999998,0.22987965369599997,0.22528206062207998,0.22077641940963838,0.2163608910214456
