,RegionName,ProcessName,Timeslice,electricity,gas,heat,CO2f,wind
0,Kenya-edited,electricity_demand,1,12.2775,0,0,0,0
1,Kenya-edited,electricity_demand,2,12.2775,0,0,0,0
2,Kenya-edited,electricity_demand,3,12.2775,0,0,0,0
3,Kenya-edited,electricity_demand,4,12.2775,0,0,0,0
4,Kenya-edited,electricity_demand,5,12.2775,0,0,0,0
5,Kenya-edited,electricity_demand,6,12.2775,0,0,0,0
6,Kenya-edited,electricity_demand,7,12.2775,0,0,0,0
7,Kenya-edited,electricity_demand,8,12.2775,0,0,0,0
