Power Generation Technology,Year,Value,Parameter
Coal Power Plant,2015,746.0,Estimated Installed Capacity (MW)
Off-grid Solar PV,2015,0.54,Estimated Installed Capacity (MW)
Coal Power Plant,2016,746.0,Estimated Installed Capacity (MW)
Off-grid Solar PV,2016,1.61,Estimated Installed Capacity (MW)
Coal Power Plant,2017,746.0,Estimated Installed Capacity (MW)
Off-grid Solar PV,2017,1.61,Estimated Installed Capacity (MW)
Coal Power Plant,2018,746.0,Estimated Installed Capacity (MW)
Off-grid Solar PV,2018,1.61,Estimated Installed Capacity (MW)
