ProcessName,RegionName,Unit,2020,2025,2030,2035,2040,2045,2050
Biomass Power Plant,Malawi,PJ/y,0.31536,0.22075199999999998,0.15452639999999998,0.10816847999999998,0.07571793599999999,0.05300255519999999,0.03710178863999999
Gas Power Plant (SCGT),Malawi,PJ/y,0.504576,0.3532032,0.24724223999999997,0.17306956799999998,0.12114869759999998,0.08480408831999998,0.05936286182399998
Large Hydropower Plant (Dam) (>100MW),Malawi,PJ/y,7.9470719999999995,5.562950399999999,3.894065279999999,2.725845695999999,1.9080919871999993,1.3356643910399995,0.9349650737279995
Medium Hydropower Plant (10-100MW),Malawi,PJ/y,2.901312,2.0309184,1.4216428799999998,0.9951500159999999,0.6966050111999998,0.48762350783999986,0.3413364554879999
Solar PV (Distributed with Storage),Malawi,PJ/y,0.6900076799999999,0.4830053759999999,0.3381037631999999,0.23667263423999993,0.16567084396799994,0.11596959077759995,0.08117871354431996
