ProcessName,2015,"2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050"
Onshore Wind,79.4,"75.432","71.464","67.496","63.528","59.56","57.176","54.792","52.408","50.024","47.64","46.808","45.976","45.144","44.312","43.48","42.248","41.016","39.784","38.552","37.32","37.32","37.32","37.32","37.32","37.32","37.32","37.32","37.32","37.32","37.32","37.32","37.32","37.32","37.32","37.32"
