ProcessName,RegionName,Unit,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
Biomass Power Plant,Malawi,PJ/y,1825.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gas Power Plant (SCGT),Malawi,PJ/y,4964.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Large Hydropower Plant (Dam) (>100MW),Malawi,PJ/y,49669.200000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medium Hydropower Plant (10-100MW),Malawi,PJ/y,18133.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
